,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted,Clusters,HasChildren
776,Bachelor,Single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,12.9,1525,20,1,0,1,yes
777,PhD,Single,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,8.0,1230,18,0,0,3,no
778,Bachelor,Couple,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,8.7,29,4,2,0,2,yes
779,Bachelor,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,1.9,25,4,1,0,4,yes
780,Bachelor,Married,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,9.6,24,3,1,0,4,yes
781,Bachelor,Couple,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,18.7,38,4,1,0,4,yes
782,Undergraduate,Married,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,26.4,57,5,1,0,4,yes
783,Master,Couple,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,54,10.6,47,7,2,0,4,yes
784,PhD,Divorced,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,46,23.3,813,18,1,1,2,yes
785,Master,Married,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,7.2,629,16,1,1,2,yes
786,Bachelor,Divorced,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,29.1,377,13,1,0,2,yes
787,Master,Couple,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,69,23.8,1612,13,0,0,3,no
788,PhD,Married,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,not_accepted,accepted,accepted,accepted,not_accepted,no_complain,accepted,57,30.1,729,16,0,3,1,no
789,Bachelor,Single,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,64,17.7,50,5,0,1,4,no
790,Bachelor,Married,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,14.3,270,11,2,0,2,yes
791,Bachelor,Single,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,20.2,177,7,1,0,2,yes
792,Master,Single,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,23.7,315,12,0,1,2,no
793,PhD,Married,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,6.2,767,20,1,0,3,yes
794,Undergraduate,Divorced,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,26.6,1071,23,1,0,3,yes
795,Bachelor,Couple,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,23.2,1580,23,0,0,1,no
796,Bachelor,Married,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,12.7,60,7,1,0,4,yes
797,Master,Married,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,12.8,573,17,1,0,3,yes
798,Bachelor,Single,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,21.5,41,4,2,0,2,yes
799,Bachelor,Married,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,23.7,170,7,2,0,2,yes
800,PhD,Single,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,70,20.0,1167,27,0,0,1,no
801,Bachelor,Married,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,not_accepted,accepted,not_accepted,accepted,accepted,no_complain,accepted,56,19.2,1526,22,0,3,2,no
802,Master,Married,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,21.0,458,15,2,0,2,yes
803,Master,Married,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,9.4,63,5,1,0,3,yes
804,Bachelor,Married,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,14.5,405,13,1,0,3,yes
805,Bachelor,Married,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,21.6,1027,13,2,1,3,yes
806,Bachelor,Single,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,19.2,1478,20,1,0,1,yes
807,Bachelor,Married,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,14.7,72,4,0,0,4,no
808,Bachelor,Single,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,42,20.7,48,5,1,0,4,yes
809,Bachelor,Single,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,7.1,726,15,0,0,1,no
810,Master,Married,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,59,21.3,860,21,1,0,3,yes
811,PhD,Couple,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,13.4,1497,22,0,0,1,no
812,PhD,Couple,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,0.9,495,16,1,0,3,yes
813,Bachelor,Married,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,0.9,20,3,2,0,4,yes
814,Bachelor,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,25.6,570,16,0,0,4,no
815,Bachelor,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,9.2,769,20,1,0,3,yes
816,Undergraduate,Married,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,24.0,55,5,1,0,4,yes
817,PhD,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,not_accepted,not_accepted,accepted,accepted,not_accepted,no_complain,accepted,34,20.2,1808,17,0,2,1,no
818,Bachelor,Married,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,17.0,55,5,1,0,4,yes
819,Bachelor,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,not_accepted,not_accepted,not_accepted,not_accepted,accepted,no_complain,accepted,53,6.6,577,17,0,1,3,no
820,Bachelor,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,20.7,162,7,0,0,4,no
821,Bachelor,Couple,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,not_accepted,accepted,accepted,accepted,accepted,no_complain,accepted,55,19.6,1957,19,1,4,1,yes
822,Undergraduate,Divorced,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,20.8,1576,23,1,0,1,yes
823,Bachelor,Married,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,not_accepted,accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,60,18.1,1616,14,3,2,1,yes
824,Bachelor,Divorced,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,13.2,36,4,3,0,2,yes
825,PhD,Single,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,14.0,1482,21,1,0,1,yes
826,Bachelor,Couple,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,30,12.1,22,4,1,0,4,yes
827,PhD,Divorced,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,13.5,63,5,2,0,3,yes
828,Bachelor,Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,22,27.1,680,17,0,0,2,no
829,PhD,Couple,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,20.2,542,17,2,0,3,yes
830,Undergraduate,Couple,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,23.0,50,5,1,0,4,yes
831,Bachelor,Married,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,22.8,39,4,2,0,2,yes
832,Bachelor,Married,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,21.4,1043,23,1,0,3,yes
833,Master,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,20.5,385,12,1,0,2,yes
834,Bachelor,Divorced,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,27.6,1633,26,0,0,1,no
835,Undergraduate,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,23.1,46,4,1,0,2,yes
836,Bachelor,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,9.5,761,18,1,1,3,yes
837,Bachelor,Couple,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,64,20.1,76,6,2,0,2,yes
838,Bachelor,Married,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,25.4,290,11,1,0,2,yes
839,Bachelor,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,0.9,89,7,1,0,2,yes
840,Bachelor,Married,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,27.0,70,7,1,0,4,yes
841,Undergraduate,Married,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,54,17.4,1066,16,0,0,1,no
842,Bachelor,Couple,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,accepted,not_accepted,accepted,not_accepted,accepted,no_complain,accepted,44,11.7,2009,18,0,3,1,no
843,Undergraduate,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,23,27.4,1345,17,0,0,3,no
844,Master,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,24.6,764,20,1,0,3,yes
845,Bachelor,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,14.5,195,9,1,0,2,yes
846,Bachelor,Married,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,15.1,53,7,2,0,4,yes
847,Bachelor,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,18.9,368,11,1,0,2,yes
848,PhD,Married,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,2.0,544,17,1,0,3,yes
849,Undergraduate,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,57,31.1,1853,24,0,2,1,no
850,PhD,Couple,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,7.3,35,4,2,1,4,yes
851,PhD,Married,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,not_accepted,accepted,not_accepted,accepted,not_accepted,no_complain,accepted,40,9.6,446,15,1,2,2,yes
852,Bachelor,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,24.2,1180,24,1,0,3,yes
853,Master,Married,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,9.1,41,4,1,0,2,yes
854,Bachelor,Married,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,22.7,727,19,2,0,3,yes
855,Bachelor,Couple,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,33.2,40,4,2,0,2,yes
856,Undergraduate,Married,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,25,20.2,1062,25,0,1,1,no
857,Bachelor,Couple,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,11.3,40,5,1,0,4,yes
858,Master,Couple,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,10.6,292,11,2,0,2,yes
859,Bachelor,Married,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,27,16.2,15,3,0,0,4,no
860,Undergraduate,Couple,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,25,33.2,341,11,1,0,2,yes
861,Undergraduate,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,12.6,369,11,1,0,2,yes
862,PhD,Couple,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,14.0,401,14,1,0,3,yes
863,Master,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,21.5,393,14,1,0,2,yes
864,Master,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,15.4,10,3,2,0,4,yes
865,Bachelor,Couple,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,19.1,486,13,1,0,3,yes
866,Bachelor,Couple,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,26.8,69,5,1,0,4,yes
867,PhD,Couple,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,not_accepted,accepted,not_accepted,not_accepted,accepted,no_complain,not_accepted,31,15.3,1727,16,0,2,3,no
868,Bachelor,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,7.1,995,14,1,1,3,yes
869,Bachelor,Couple,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,1.8,45,7,1,0,4,yes
870,Undergraduate,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,9.0,182,8,2,0,2,yes
871,Master,Couple,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,19.0,989,22,1,0,3,yes
872,Bachelor,Couple,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,accepted,not_accepted,accepted,accepted,not_accepted,no_complain,not_accepted,61,15.7,1677,17,0,3,1,no
873,Master,Divorced,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,18.3,595,16,2,0,2,yes
874,Bachelor,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,31,22.8,156,7,1,0,2,yes
875,Master,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,8.0,1226,27,0,0,1,no
876,Undergraduate,Couple,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,23.8,128,7,1,0,4,yes
877,Bachelor,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,42,3.0,86,6,1,1,4,yes
878,Bachelor,Married,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,26.9,68,5,1,0,2,yes
879,Bachelor,Divorced,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,17.5,16,3,2,0,2,yes
880,Undergraduate,Married,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,6.5,55,5,2,0,2,yes
881,PhD,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,42,25.1,2114,21,0,0,1,no
882,PhD,Couple,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,23.1,2018,18,0,0,1,no
883,PhD,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,61,25.5,263,11,3,0,2,yes
884,Bachelor,Married,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,13.8,55,5,2,0,2,yes
885,Bachelor,Couple,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,24.2,564,16,2,0,2,yes
886,Master,Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,12.7,1281,18,0,0,3,no
887,Bachelor,Married,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,16.2,83,5,1,1,4,yes
888,Master,Single,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,29.1,353,12,2,0,2,yes
889,Bachelor,Married,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,31,11.7,1003,24,0,0,1,no
890,Undergraduate,Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,23,8.2,14,3,1,0,4,yes
891,PhD,Divorced,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,71,24.3,902,22,0,1,2,no
892,PhD,Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,25.0,1139,23,1,0,3,yes
893,Bachelor,Couple,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,58,18.0,797,19,1,0,3,yes
894,Bachelor,Divorced,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,11.4,1638,23,1,0,1,yes
895,PhD,Married,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,13.9,401,14,1,0,2,yes
896,Bachelor,Divorced,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,14.5,84,7,1,0,4,yes
897,Bachelor,Married,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,19.2,928,17,0,0,1,no
898,Bachelor,Divorced,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,16.7,203,9,1,0,3,yes
899,Bachelor,Couple,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,17.8,858,15,0,0,3,no
