,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted
1087,2,0,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,56,21.3,523,22,0,4
1088,0,0,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,31,10.0,23,3,1,0
1089,2,3,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,56,9.6,1192,16,0,0
1090,2,2,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,41,7.2,1958,19,0,1
1091,2,3,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,40,8.3,133,7,1,0
1092,0,0,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,16.5,777,16,0,0
1093,2,3,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,42,18.6,73,6,2,0
1094,2,2,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,49,0.9,121,7,2,0
1095,0,3,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,35,18.0,424,14,1,0
1096,0,1,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,56,10.9,868,12,1,0
1097,3,3,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,28,26.4,756,14,0,0
1098,1,0,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,32,20.6,12,3,1,0
1099,0,2,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,35,23.3,937,23,1,0
1100,0,1,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,16.9,1862,17,0,3
1101,3,2,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,35,19.7,367,12,1,0
1102,0,2,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,28,23.0,443,14,1,0
1103,0,0,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,44,14.4,267,11,1,0
1104,0,2,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,42,9.4,61,5,1,0
1105,2,3,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,54,13.7,1323,20,0,1
1106,2,2,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,62,6.5,63,5,1,0
1107,3,2,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,22.1,64,6,0,0
1108,3,2,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,40,11.2,562,17,1,1
1109,0,2,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,49,7.1,312,12,2,0
1110,0,1,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,60,22.5,1156,15,0,0
1111,3,3,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,31,24.2,1104,15,0,1
1112,2,3,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,41,4.0,16,3,2,0
1113,1,3,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,10.6,2008,19,0,1
1114,2,3,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,30,16.3,44,6,1,0
1115,0,0,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,43,16.3,1574,11,1,2
1116,2,2,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,31,14.7,63,4,1,1
1117,1,2,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,31,15.6,426,11,0,1
1118,3,0,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,48,23.8,96,5,0,0
1119,3,2,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,36,12.9,635,18,1,0
1120,0,3,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,46,19.0,757,20,1,0
1121,2,2,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,35,25.6,125,7,1,0
1122,1,1,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,41,19.8,332,11,2,0
1123,0,3,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,35,12.4,135,7,1,0
1124,0,2,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,60,25.8,330,12,1,0
1125,0,1,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,52,24.8,384,13,2,0
1126,0,3,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,48,29.2,1722,14,2,0
1127,0,0,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,37,8.4,78,5,3,0
1128,3,3,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,29,13.2,24,3,0,0
1129,3,1,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,62,12.5,1168,24,0,0
1130,1,2,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,63,23.8,957,13,1,1
1131,0,3,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,47,14.9,15,3,2,0
1132,0,2,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,36,5.9,57,4,1,0
1133,0,0,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,38,25.0,1956,22,1,1
1134,0,3,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,29,14.3,2013,20,0,3
1135,3,0,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,40,7.4,326,12,1,0
1136,2,2,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,46,32.2,77,6,2,0
1137,2,1,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,22.2,1313,19,0,0
1138,1,1,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,7.4,30,6,0,0
1139,0,2,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,53,23.2,315,12,1,0
1140,1,0,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,18.6,660,18,1,0
1141,0,2,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,23.3,74,6,1,0
1142,3,1,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36,1.9,46,5,1,0
1143,2,3,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,52,16.7,86,6,1,0
1144,0,3,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,69,20.0,1103,24,0,0
1145,1,0,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,11.5,61,7,1,0
1146,0,0,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,13.6,145,7,1,1
1147,0,0,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,27.9,684,19,2,0
1148,2,2,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,12.8,411,14,1,0
1149,0,3,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,27.0,27,3,1,1
1150,2,3,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,19.1,1060,25,0,0
1151,0,0,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,28.5,1459,21,1,0
1152,0,2,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,28.5,18,3,1,0
1153,0,0,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,27.7,1833,25,0,1
1154,1,2,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,10.1,237,10,1,0
1155,2,3,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,7.2,48,6,2,0
1156,0,2,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,17.6,515,16,2,0
1157,0,0,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,32.1,1020,14,0,0
1158,0,2,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,7.2,1370,10,0,0
1159,0,2,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,14.1,1026,23,1,0
1160,0,2,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,9.4,301,11,1,0
1161,0,0,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,27.9,684,19,2,0
1162,0,2,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,26.7,499,16,1,1
1163,0,0,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,28.7,1004,20,0,0
1164,2,2,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,14.8,218,10,1,0
1165,0,2,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,19.6,606,18,1,0
1166,3,2,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,20.1,75,5,1,0
1167,0,0,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,28.7,106,6,3,0
1168,0,2,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,19.4,990,16,0,0
1169,0,3,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,11.4,1097,15,0,0
1170,3,2,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,10.6,16,3,0,1
1171,3,2,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,9.6,34,4,0,0
1172,2,2,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,28.6,1711,15,0,0
1173,1,2,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,1.0,438,14,2,1
1174,3,0,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,17.2,75,5,1,0
1175,1,2,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,13.8,225,10,1,0
1176,1,2,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,34.2,18,3,2,0
1177,0,2,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,19.8,470,15,1,0
1178,0,1,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,20.9,91,6,2,0
1179,1,3,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,10.7,2525,17,0,1
1180,0,0,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,23.9,504,16,1,0
1181,0,2,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,20.3,235,10,1,0
1182,2,1,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,23.7,1232,18,1,1
1183,3,3,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,22.2,88,7,2,0
1184,0,3,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,4.9,17,3,1,0
1185,0,3,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,23.0,24,4,1,0
1186,0,2,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,16.5,60,5,2,0
1187,2,3,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,16.4,1020,25,1,1
1188,2,0,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,31.1,155,8,1,0
1189,3,2,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,10.2,51,4,2,0
1190,1,1,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,24.6,1812,15,0,0
1191,1,3,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,25.8,1461,21,1,2
1192,0,1,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,8.5,96,5,1,0
1193,0,3,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,10.6,160,8,1,0
1194,1,2,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,20.6,139,7,2,0
1195,1,1,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,20.6,908,21,1,0
1196,3,2,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,24.0,183,7,1,0
1197,1,2,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,21.3,1161,17,1,1
1198,2,2,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,8.0,988,13,0,0
1199,3,3,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,28.1,1072,24,1,0
1200,0,2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,13.9,174,8,2,0
1201,0,2,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,23.5,758,19,1,0
1202,1,2,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,12.2,195,9,1,0
1203,0,1,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,27.1,31,4,1,1
1204,1,0,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,16.7,1084,16,0,0
1205,1,2,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,22.6,685,19,1,1
1206,2,2,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,13.5,1672,25,0,1
1207,0,2,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,14.3,43,5,0,0
1208,2,0,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,10.6,49,4,2,1
1209,0,0,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,19.6,133,7,1,0
1210,0,0,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,12.9,363,13,1,1
1211,0,0,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,20.8,545,16,1,0
1212,0,0,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,14.3,1065,29,1,1
1213,0,0,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,13.1,2047,20,0,1
1214,0,2,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,26.4,296,10,2,0
1215,0,3,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,18.4,140,7,2,0
1216,0,3,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,17.7,530,16,1,0
1217,2,0,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,29.2,152,8,2,0
1218,2,0,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,19.0,1598,23,0,0
1219,0,3,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,23.7,114,6,1,0
1220,3,3,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,28.7,101,7,1,0
1221,0,2,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,15.5,25,3,1,0
1222,3,1,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,23.5,789,21,0,1
1223,0,2,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,17.3,87,5,2,1
1224,2,3,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,15.5,90,7,2,0
1225,2,2,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,20.4,1215,18,1,0
1226,2,3,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,12.9,811,21,0,1
1227,0,2,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,26.7,61,5,1,1
1228,1,2,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,16.8,405,13,1,0
1229,1,2,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,9.2,72,6,2,0
1230,0,1,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,22.8,189,9,2,0
1231,2,0,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,18.3,40,4,1,0
1232,0,1,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,4.0,63,7,1,0
1233,0,0,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,21.7,52,5,1,0
1234,2,0,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,11.0,39,4,1,0
1235,0,2,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,7.3,805,21,1,0
1236,1,0,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,8.6,130,7,1,0
1237,0,0,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,21.0,1631,23,0,3
1238,0,2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,21.1,34,4,1,0
1239,0,3,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,13.2,152,8,2,0
1240,3,3,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,11.6,21,4,1,0
1241,2,2,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,22.0,71,5,3,0
1242,0,3,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,7.4,899,22,1,1
1243,1,0,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,8.5,711,9,0,0
1244,2,0,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,33.2,351,12,1,0
1245,0,1,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,7.6,8,0,0,0
1246,3,3,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,34.1,119,7,1,0
1247,0,0,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,20.2,21,3,2,0
1248,2,0,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,9.4,10,3,1,0
1249,0,2,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,7.4,973,24,1,1
1250,2,2,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,16.4,1536,12,0,2
1251,0,2,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,17.8,992,24,2,1
1252,2,2,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,22.6,1529,32,1,1
1253,0,2,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,12.9,860,15,1,0
1254,0,1,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,14.6,928,21,1,0
1255,2,2,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,29.5,418,14,2,0
1256,3,2,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,34.3,587,14,1,0
1257,0,2,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,0.9,641,17,1,0
1258,0,2,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,9.6,23,3,2,1
1259,0,0,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,16.7,2279,22,0,2
1260,2,1,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,7.5,49,4,2,1
1261,2,1,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,19.6,1779,16,0,1
1262,1,0,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,19.9,1804,26,0,2
1263,0,2,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,19.1,48,5,2,0
1264,0,3,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,7.0,83,5,2,0
1265,0,1,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,16.9,1862,17,0,3
1266,2,2,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,27.6,793,19,2,0
1267,0,0,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,17.2,84,6,1,0
1268,2,2,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,16.6,183,9,1,0
1269,3,3,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,6.4,1383,18,0,0
1270,0,2,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,6.0,999,14,0,1
1271,1,3,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,23.6,825,21,1,0
1272,0,3,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,28.6,246,10,1,1
1273,1,2,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,21.7,610,17,2,0
1274,1,1,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,25.7,76,6,1,0
1275,0,2,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,22.4,1286,18,1,1
1276,1,2,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,12.7,30,3,1,1
1277,0,2,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,24.3,99,6,3,0
1278,0,1,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,27.7,1192,22,0,1
1279,0,2,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,13.2,362,13,1,0
1280,0,0,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,28.1,2130,18,0,1
1281,3,1,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,28.8,1229,26,0,2
1282,2,2,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,27.7,38,4,2,0
1283,1,0,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,17.6,485,15,0,0
1284,3,2,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,32.1,434,11,0,0
1285,0,1,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,21.9,44,4,1,0
1286,2,2,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,25.6,496,16,1,1
1287,3,2,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,17.1,78,5,2,0
1288,1,2,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,42,15.2,2346,22,0,3
1289,0,2,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,43,24.4,794,19,0,0
1290,0,2,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,20.0,17,3,0,0
1291,0,3,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,17.3,26,4,1,0
1292,3,2,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,41,9.6,76,6,1,0
1293,2,3,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,37,17.9,15,3,2,0
1294,2,3,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,0.9,62,5,2,0
1295,1,0,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60,9.2,198,8,1,0
1296,2,0,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,36,14.4,49,4,1,0
1297,0,0,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,48,18.5,802,20,1,1
1298,0,2,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,68,10.5,1736,14,0,1
1299,0,3,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,36,24.5,57,6,2,0
1300,1,0,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,43,21.1,59,2,1,0
